transaction_id,transaction_date,value_date,customer_id,account_id,account_type,txn_type,channel,direction,amount,currency,merchant_category,region,risk_score,is_fraud_suspected
TXN0001193,2024-02-14,2024-02-14,CUST00291,ACC00000508,SAVINGS,REVERSAL,POS,DEBIT,7672.72,IDR,GROCERY,DPS,0.13,0
TXN0001194,2024-01-30,2024-01-30,CUST00133,ACC00000836,SAVINGS,DEPOSIT,SWIFT,DEBIT,7157.07,IDR,LOAN_REPAYMENT,BDG,0.301,0
TXN0001195,2024-01-16,2024-01-17,CUST00201,ACC00000651,CREDIT_CARD,TRANSFER_OUT,MOBILE,CREDIT,204726.72,IDR,ATM_CASH,MDN,0.338,0
TXN0001196,2024-02-09,2024-02-10,CUST00285,ACC00000205,SAVINGS,DEPOSIT,BRANCH,DEBIT,15645.61,IDR,TRANSPORT,MDN,0.067,0
TXN0001197,2024-01-19,2024-01-20,CUST00326,ACC00000381,CURRENT,TRANSFER_OUT,POS,CREDIT,4820.74,USD,RENT,BDG,0.124,0
TXN0001198,2024-01-18,2024-01-18,CUST00409,ACC00001097,SAVINGS,REVERSAL,SWIFT,DEBIT,5892.5,IDR,SALARY,DPS,0.1,0
TXN0001199,2024-01-01,2024-01-01,CUST00095,ACC00001100,SAVINGS,INTEREST,BRANCH,CREDIT,3443.27,IDR,E_COMMERCE,MDN,0.242,0
TXN0001200,2024-03-18,2024-03-18,CUST00278,ACC00000077,CURRENT,TRANSFER_OUT,ATM,DEBIT,2362.96,IDR,FEE,OTHERS,0.135,0
TXN0001201,2024-02-16,2024-02-16,CUST00450,ACC00000816,LOAN,REVERSAL,SWIFT,DEBIT,26310.15,USD,RENT,MDN,0.156,0
TXN0001202,2024-03-06,2024-03-06,CUST00429,ACC00000768,CURRENT,WITHDRAWAL,INTERNET,CREDIT,2694906.7199999997,IDR,FEE,OTHERS,0.29,0
TXN0001203,2024-02-07,2024-02-08,CUST00325,ACC00000410,CURRENT,FEE,ATM,CREDIT,15515.53,IDR,RETAIL,BDG,0.349,0
TXN0001204,2024-02-20,2024-02-20,CUST00219,ACC00000106,CURRENT,TRANSFER_OUT,MOBILE,DEBIT,6814.39,IDR,LOAN_REPAYMENT,JKT,0.362,0
TXN0001205,2024-03-03,2024-03-03,CUST00089,ACC00000551,CURRENT,FEE,SWIFT,DEBIT,2017.6,SGD,LOAN_REPAYMENT,MDN,0.116,0
TXN0001206,2024-01-04,2024-01-04,CUST00072,ACC00001500,LOAN,PAYMENT,BRANCH,CREDIT,43548.73,IDR,E_COMMERCE,SBY,0.327,0
TXN0001207,2024-01-01,2024-01-02,CUST00247,ACC00000826,SAVINGS,REVERSAL,INTERNET,CREDIT,11359.77,IDR,GROCERY,MDN,0.189,0
TXN0001208,2024-01-08,2024-01-08,CUST00129,ACC00001299,CREDIT_CARD,TRANSFER_IN,ATM,DEBIT,9040.15,IDR,DINING,JKT,0.223,0
TXN0001209,2024-01-29,2024-01-30,CUST00212,ACC00000088,LOAN,WITHDRAWAL,ATM,DEBIT,6079.6,USD,GROCERY,SBY,0.334,0
TXN0001210,2024-02-24,2024-02-25,CUST00428,ACC00000881,LOAN,TRANSFER_IN,BRANCH,DEBIT,1578.7,IDR,E_COMMERCE,JKT,0.058,0
TXN0001211,2024-01-03,2024-01-04,CUST00343,ACC00001101,SAVINGS,TRANSFER_OUT,SWIFT,CREDIT,20196.14,IDR,E_COMMERCE,MDN,0.15,0
TXN0001212,2024-02-01,2024-02-01,CUST00096,ACC00001101,CURRENT,FEE,SWIFT,CREDIT,3476.69,IDR,FEE,SBY,0.33,0
TXN0001213,2024-01-10,2024-01-10,CUST00075,ACC00001466,CURRENT,INTEREST,MOBILE,DEBIT,2208312.48,IDR,DINING,JKT,0.132,0
TXN0001214,2024-03-14,2024-03-14,CUST00423,ACC00000540,LOAN,REVERSAL,BRANCH,CREDIT,15012.93,IDR,SALARY,MDN,0.194,0
TXN0001215,2024-03-23,2024-03-24,CUST00495,ACC00000245,CREDIT_CARD,TRANSFER_OUT,SWIFT,CREDIT,10586.41,SGD,LOAN_REPAYMENT,BDG,0.116,0
TXN0001216,2024-02-03,2024-02-03,CUST00054,ACC00000578,CURRENT,INTEREST,MOBILE,DEBIT,11801.46,USD,LOAN_REPAYMENT,BDG,0.124,0
TXN0001217,2024-03-27,2024-03-27,CUST00344,ACC00001406,LOAN,TRANSFER_OUT,SWIFT,DEBIT,23787.03,IDR,RENT,SBY,0.205,0
TXN0001218,2024-02-24,2024-02-24,CUST00459,ACC00000982,CREDIT_CARD,WITHDRAWAL,MOBILE,CREDIT,4298.7,IDR,SALARY,DPS,0.26,0
TXN0001219,2024-02-01,2024-02-02,CUST00413,ACC00000717,CREDIT_CARD,PAYMENT,INTERNET,CREDIT,9242.82,IDR,RETAIL,MDN,0.107,0
TXN0001220,2024-02-19,2024-02-20,CUST00054,ACC00000142,CREDIT_CARD,INTEREST,BRANCH,CREDIT,6767.69,SGD,SALARY,MDN,0.263,0
TXN0001221,2024-01-07,2024-01-07,CUST00218,ACC00000893,CREDIT_CARD,TRANSFER_IN,INTERNET,CREDIT,1860.03,IDR,RENT,MDN,0.143,0
TXN0001222,2024-01-08,2024-01-08,CUST00016,ACC00001392,LOAN,PAYMENT,BRANCH,CREDIT,-10189.03,IDR, DINING ,JKT,0.237,0
TXN0001223,2024-03-05,2024-03-05,CUST00099,ACC00001108,LOAN,WITHDRAWAL,SWIFT,CREDIT,22048.51,IDR,E_COMMERCE,JKT,0.147,0
TXN0001224,2024-02-26,2024-02-26,CUST00020,ACC00001167,CREDIT_CARD,TRANSFER_IN,BRANCH,CREDIT,24369.01,IDR,DINING,BDG,0.197,0
TXN0001225,2024-03-07,2024-03-08,CUST00046,ACC00000352,CURRENT,REVERSAL,MOBILE,CREDIT,35809.98,IDR,SALARY,BDG,0.148,0
TXN0001226,2024-03-28,2024-03-28,CUST00451,ACC00000545,CURRENT,WITHDRAWAL,ATM,DEBIT,1960.64,IDR,TRANSPORT,DPS,0.045,0
TXN0001227,2024-03-27,2024-03-28,CUST00193,ACC00000913,LOAN,WITHDRAWAL,MOBILE,CREDIT,29819.03,USD,INSURANCE,BDG,0.121,0
TXN0001228,2024-02-28,2024-02-28,CUST00383,ACC00000152,CREDIT_CARD,TRANSFER_OUT,MOBILE,CREDIT,9394.43,IDR,LOAN_REPAYMENT,JKT,0.142,0
TXN0001229,2024-03-12,2024-03-12,CUST00058,ACC00001182,CREDIT_CARD,DEPOSIT,POS,CREDIT,29156.99,IDR,UTILITIES,DPS,0.146,0
TXN0001230,2024-02-23,2024-02-23,CUST00437,ACC00001470,LOAN,REVERSAL,SWIFT,CREDIT,5908.66,IDR,UTILITIES,JKT,0.469,0
TXN0001231,2024-03-07,2024-03-07,CUST00111,ACC00000653,LOAN,TRANSFER_IN,POS,DEBIT,5299.46,USD,FEE,JKT,0.249,0
TXN0001232,2024-02-20,2024-02-20,CUST00129,ACC00000958,LOAN,PAYMENT,SWIFT,CREDIT,3064.94,IDR,FEE,OTHERS,0.211,0
TXN0001233,2024-01-08,2024-01-09,CUST00337,ACC00000763,SAVINGS,DEPOSIT,ATM,CREDIT,15074.83,IDR,LOAN_REPAYMENT,BDG,0.138,0
TXN0001234,2024-02-03,2024-02-03,CUST00194,ACC00001327,SAVINGS,REVERSAL,ATM,DEBIT,12229.19,IDR,INSURANCE,BDG,0.035,0
TXN0001235,2024-02-04,2024-02-05,CUST00413,ACC00000624,CREDIT_CARD,REVERSAL,BRANCH,CREDIT,3315.59,IDR,FEE,JKT,0.123,0
TXN0001236,2024-03-28,2024-03-28,CUST00340,ACC00000656,SAVINGS,FEE,ATM,DEBIT,1434.67,IDR,ATM_CASH,BDG,0.249,0
TXN0001237,2024-03-18,2024-03-18,CUST00326,ACC00000450,CURRENT,PAYMENT,ATM,CREDIT,11295.91,XXX,SALARY,MDN,0.103,0
TXN0001238,2024-02-01,2024-02-02,CUST00008,ACC00000721,CREDIT_CARD,WITHDRAWAL,BRANCH,DEBIT,12373.8,USD,E_COMMERCE,SBY,0.101,0
TXN0001239,2024-02-15,2024-02-16,CUST00029,ACC00001248,SAVINGS,WITHDRAWAL,ATM,DEBIT,3679.16,IDR, RENT ,DPS,0.07,0
TXN0001240,2024-01-16,2024-01-16,CUST00112,ACC00000043,CREDIT_CARD,FEE,MOBILE,CREDIT,3132.97,IDR,FEE,JKT,0.075,0
TXN0001241,2024-03-08,2024-03-08,CUST00435,ACC00000264,CURRENT,INTEREST,BRANCH,CREDIT,13693.75,IDR, SALARY ,OTHERS,0.515,0
TXN0001242,2024-02-06,2024-02-06,CUST00161,ACC00001027,CURRENT,TRANSFER_OUT,ATM,CREDIT,35778.95,IDR,DINING,BDG,0.238,0
TXN0001243,2024-02-23,2024-02-23,CUST00131,ACC00001292,CREDIT_CARD,TRANSFER_IN,INTERNET,CREDIT,5453.47,IDR,TRANSPORT,OTHERS,0.208,0
TXN0001244,2024-03-25,2024-03-26,CUST00188,ACC00000596,SAVINGS,INTEREST,MOBILE,DEBIT,4008.97,SGD,DINING,SBY,0.2,0
TXN0001245,2024-01-14,2024-01-15,CUST00163,ACC00001040,CREDIT_CARD,INTEREST, ATM ,CREDIT,10291.64,IDR,LOAN_REPAYMENT,OTHERS,0.377,0
TXN0001246,2024-02-24,2024-02-24,CUST00197,ACC00001358,CURRENT,FEE,POS,CREDIT,13469.76,SGD,SALARY,MDN,0.298,1
TXN0001247,2024-02-17,2024-02-17,CUST00475,ACC00001488,SAVINGS,DEPOSIT,POS,CREDIT,6054.57,USD,E_COMMERCE,JKT,0.027,0
TXN0001248,2024-03-22,2024-03-22,CUST00364,ACC00001083,SAVINGS,REVERSAL,INTERNET,DEBIT,40948.6,IDR,ATM_CASH,JKT,0.082,0
TXN0001249,2024-01-07,2024-01-07,CUST00204,ACC00001013,LOAN,PAYMENT,POS,DEBIT,16669.7,IDR,INSURANCE,MDN,0.211,0
TXN0001250,2024-03-14,2024-03-15,CUST00212,ACC00000177,CREDIT_CARD,FEE,ATM,DEBIT,5972.87,IDR,FEE,DPS,0.184,0
TXN0001251,,,,,,,,,,,,,,
TXN0001252,2024-02-02,2024-02-02,CUST00276,ACC00000958,CURRENT,DEPOSIT,SWIFT,DEBIT,23284.37,SGD,FEE,JKT,0.066,0
TXN0001253,2024-01-23,2024-01-24,CUST00073,ACC00001003,CREDIT_CARD,INTEREST,POS,CREDIT,21026.63,SGD,LOAN_REPAYMENT,JKT,0.135,0
TXN0001254,2024-03-25,2024-03-25,CUST00167,ACC00000561,CREDIT_CARD,INTEREST,MOBILE,CREDIT,6360.09,IDR,RENT,BDG,0.229,0
TXN0001255,2024-01-19,2024-01-19,CUST00260,ACC00001331,CURRENT,TRANSFER_OUT,ATM,DEBIT,10726.37,SGD,RETAIL,MDN,0.125,0
TXN0001256,2024-01-19,2024-01-20,CUST00243,ACC00001270,CURRENT,PAYMENT,MOBILE,CREDIT,7184.09,IDR,DINING,JKT,0.057,0
TXN0001257,2024-02-05,2024-02-05,CUST00275,ACC00001313,CREDIT_CARD,TRANSFER_OUT,ATM,DEBIT,12289.24,IDR,FEE,SBY,0.256,0
TXN0001258,2024-01-29,2024-01-29,CUST00102,ACC00000955,CREDIT_CARD,INTEREST,MOBILE,CREDIT,3569.0,SGD,UTILITIES,MDN,0.054,0
TXN0001259,2024-02-29,2024-02-29,CUST00475,ACC00001356,SAVINGS,TRANSFER_IN,BRANCH,DEBIT,3184.29,USD, RENT ,JKT,0.261,0
TXN0001260,2024-03-22,2024-03-22,CUST00173,ACC00000850,LOAN,PAYMENT,INTERNET,DEBIT,15501.48,USD,UTILITIES,JKT,0.128,0
TXN0001261,2024-01-02,2024-01-02,CUST00171,ACC00001279,CURRENT,REVERSAL,BRANCH,DEBIT,17155.8,SGD,INSURANCE,DPS,0.136,0
TXN0001262,2024-01-01,2024-01-02,CUST00141,ACC00000604,SAVINGS,INTEREST,POS,DEBIT,5471.82,SGD,FEE,DPS,0.21,0
TXN0001263,2024-02-16,2024-02-17,CUST00397,ACC00000606,CREDIT_CARD,WITHDRAWAL,MOBILE,DEBIT,4450.19,IDR,FEE,SBY,0.104,0
TXN0001264,2024-03-09,2024-03-09,CUST00188,ACC00000830,LOAN,DEPOSIT,SWIFT,CREDIT,20293.44,IDR,FEE,MDN,0.365,0
TXN0001265,2024-01-20,2024-01-21,CUST00441,ACC00001487,CURRENT,TRANSFER_OUT,ATM,DEBIT,4572.38,USD,INSURANCE,OTHERS,0.071,0
TXN0001266,2024-01-11,2024-01-11,CUST00086,ACC00001223,LOAN,WITHDRAWAL,POS,DEBIT,8470.37,IDR,GROCERY,OTHERS,0.258,0
TXN0001267,2024-01-02,2024-01-02,CUST00476,ACC00001295,SAVINGS,TRANSFER_OUT,ATM,DEBIT,7653.11,IDR,DINING,JKT,0.103,0
TXN0001268,2024-03-07,2024-03-08,CUST00052,ACC00000746,CREDIT_CARD,WITHDRAWAL,ATM,DEBIT,2506.08,IDR,TRANSPORT,BDG,0.186,0
TXN0001269,2024-03-27,2024-03-28,CUST00111,ACC00000558,SAVINGS,DEPOSIT,BRANCH,CREDIT,9449.26,IDR,RETAIL,BDG,0.14,0
TXN0001270,2024-01-12,2024-01-12,CUST00437,ACC00000064,LOAN,DEPOSIT,BRANCH,DEBIT,8738.78,IDR,FEE,BDG,0.219,0
TXN0001271,2024-01-20,2024-01-20,CUST00365,ACC00001254,SAVINGS,PAYMENT,MOBILE,CREDIT,10809.2,IDR,LOAN_REPAYMENT,OTHERS,0.063,0
TXN0001272,2024-01-05,2024-01-06,CUST00342,ACC00000942,SAVINGS,TRANSFER_OUT,BRANCH,CREDIT,9196.56,SGD,TRANSPORT,OTHERS,0.31,0
TXN0001273,2024-02-06,2024-02-07,CUST00043,ACC00000249,CREDIT_CARD,WITHDRAWAL,POS,CREDIT,44736.72,IDR,RETAIL,BDG,0.217,0
TXN0001274,2024-02-07,2024-02-07,CUST00211,ACC00001270,CREDIT_CARD,WITHDRAWAL,SWIFT,CREDIT,20523.84,IDR,SALARY,MDN,0.176,0
TXN0001275,2024-01-09,2024-01-10,CUST00456,ACC00000940,LOAN,PAYMENT,POS,DEBIT,8358.61,IDR,LOAN_REPAYMENT,BDG,0.106,1
TXN0001276,2024-02-22,2024-02-22,CUST00500,ACC00000157,LOAN,TRANSFER_OUT,BRANCH,CREDIT,8992.91,IDR,FEE,BDG,0.119,0
TXN0001277,2024-02-13,2024-02-14,CUST00200,ACC00000735,SAVINGS,INTEREST,INTERNET,CREDIT,33219.6,IDR,INSURANCE,SBY,0.292,0
TXN0001278,2024-03-26,2024-03-26,CUST00298,ACC00000985,CURRENT,INTEREST,SWIFT,CREDIT,16162.84,USD,E_COMMERCE,OTHERS,0.062,0
TXN0001279,2024-01-24,2024-01-24,CUST00346,ACC00001112,SAVINGS,INTEREST,MOBILE,CREDIT,3031.45,IDR,DINING,MDN,0.127,0
TXN0001280,2024-03-21,2024-03-22,CUST00240,ACC00001337,LOAN,WITHDRAWAL,ATM,CREDIT,17312.06,IDR,ATM_CASH,DPS,0.342,0
TXN0001281,2024-03-14,2024-03-15,CUST00115,ACC00001090,SAVINGS,TRANSFER_OUT,MOBILE,DEBIT,21899.98,IDR,ATM_CASH,SBY,0.131,0
TXN0001282,2024-01-30,2024-01-30,CUST00026,ACC00000662,CREDIT_CARD,PAYMENT,INTERNET,DEBIT,29559.89,IDR,GROCERY,MDN,0.228,0
TXN0001283,2024-02-28,2024-02-28,CUST00407,ACC00001044,SAVINGS,REVERSAL,INTERNET,DEBIT,5877.03,IDR,UTILITIES,DPS,0.112,0
TXN0001284,2024-03-27,2024-03-28,CUST00299,ACC00000033,CREDIT_CARD,TRANSFER_OUT,ATM,DEBIT,5543.82,IDR,INSURANCE,BDG,0.378,0
TXN0001285,2024-03-21,2024-03-21,CUST00077,ACC00000558,CURRENT,TRANSFER_IN,POS,DEBIT,3814.44,IDR,SALARY,SBY,0.387,0
TXN0001286,2024-03-21,2024-03-21,CUST00412,ACC00000073,CREDIT_CARD,TRANSFER_OUT,INTERNET,DEBIT,10368.23,SGD,DINING,MDN,0.237,0
TXN0001287,2024-01-14,2024-01-14,CUST00137,ACC00000825,CURRENT,FEE,BRANCH,CREDIT,14563.8,USD,DINING,MDN,0.164,0
TXN0001288,2024-01-09,2024-01-10,CUST00020,ACC00001367,CURRENT,PAYMENT,BRANCH,CREDIT,5374.05,IDR,E_COMMERCE,JKT,0.184,0
TXN0001289,2024-02-09,2024-02-10,CUST00440,ACC00001157,SAVINGS,PAYMENT,BRANCH,CREDIT,7234.0,USD,RENT,BDG,0.233,1
TXN0001290,2024-03-06,2024-03-06,CUST00211,ACC00001079,LOAN,DEPOSIT,POS,CREDIT,1567.17,IDR,ATM_CASH,JKT,0.273,0
TXN0001291,2024-01-25,2024-01-25,CUST00240,ACC00000061,LOAN,WITHDRAWAL,SWIFT,CREDIT,27107.32,IDR,UTILITIES,SBY,0.172,0
TXN0001292,2024-03-13,2024-03-13,CUST00039,ACC00000272,SAVINGS,TRANSFER_IN,INTERNET,DEBIT,2316.98,IDR,RENT,BDG,0.232,0
TXN0001293,2024-01-22,2024-01-23,CUST00435,ACC00000246,CURRENT,REVERSAL,POS,DEBIT,10936.09,IDR,RENT,OTHERS,0.184,0
TXN0001294,2024-01-04,2024-01-04,CUST00268,ACC00001200,LOAN,PAYMENT,SWIFT,DEBIT,9804.57,IDR,TRANSPORT,BDG,0.055,0
TXN0001295,2024-01-26,2024-01-26,CUST00207,ACC00000628,CREDIT_CARD,TRANSFER_OUT,SWIFT,DEBIT,8405.54,IDR,TRANSPORT,OTHERS,0.107,0
TXN0001296,2024-02-27,2024-02-27,CUST00479,ACC00001341,LOAN,TRANSFER_IN,ATM,DEBIT,1506834.5599999998,IDR,DINING,OTHERS,0.218,0
TXN0001297,2024-01-29,2024-01-29,CUST00439,ACC00000705,CURRENT,FEE,SWIFT,DEBIT,3606.8,IDR,DINING,BDG,0.171,0
TXN0001298,2024-03-27,2024-03-27,CUST00462,ACC00000662,CURRENT,WITHDRAWAL,BRANCH,CREDIT,6232.59,IDR,SALARY,BDG,0.205,0
TXN0001299,2024-02-06,2024-02-06,CUST00267,ACC00001155,CREDIT_CARD,TRANSFER_IN,SWIFT,DEBIT,17591.31,IDR,LOAN_REPAYMENT,BDG,0.39,0
TXN0001300,2024-03-15,2024-03-15,CUST00154,ACC00001126,SAVINGS,TRANSFER_IN,INTERNET,DEBIT,22295.15,USD,GROCERY,DPS,0.037,0
TXN0001301,2024-03-10,2024-03-10,CUST00042,ACC00000310,LOAN,FEE,POS,DEBIT,5786.48,SGD,SALARY,BDG,0.22,0
TXN0001302,2024-01-18,2024-01-18,CUST00411,ACC00001316,SAVINGS,REVERSAL, INTERNET ,DEBIT,2325.44,IDR,GROCERY,OTHERS,0.317,0
TXN0001303,2024-03-25,2024-03-25,CUST00011,ACC00000495,LOAN,TRANSFER_IN,INTERNET,CREDIT,4346.22,IDR,LOAN_REPAYMENT,MDN,0.21,0
TXN0001304,2024-02-11,2024-02-11,CUST00294,ACC00001385,CREDIT_CARD,DEPOSIT,MOBILE,CREDIT,35673.3,IDR,E_COMMERCE,MDN,0.099,0
TXN0001305,2024-02-10,2024-02-11,CUST00098,ACC00000338,SAVINGS,REVERSAL,SWIFT,CREDIT,4558.21,IDR,SALARY,JKT,0.083,0
TXN0001306,2024-02-07,2024-02-07,CUST00427,ACC00000579,LOAN,INTEREST,MOBILE,CREDIT,7496.84,IDR,ATM_CASH,JKT,0.066,0
TXN0001307,2024-02-03,2024-02-04,CUST00275,ACC00000010,LOAN,FEE,BRANCH,CREDIT,25152.94,IDR,RETAIL,SBY,0.105,0
TXN0001308,2024-01-17,2024-01-18,CUST00448,ACC00000049,CURRENT,DEPOSIT,ATM,DEBIT,5316.04,IDR,LOAN_REPAYMENT,JKT,0.188,0
TXN0001309,2024-02-06,2024-02-06,CUST00390,ACC00000623,CURRENT,TRANSFER_IN,ATM,CREDIT,7098.02,SGD,DINING,JKT,0.149,0
TXN0001310,2024-01-25,2024-01-25,CUST00430,ACC00001345,LOAN,PAYMENT,INTERNET,CREDIT,15299.86,IDR,TRANSPORT,JKT,0.442,0
TXN0001311,2024-03-16,2024-03-16,CUST00372,ACC00000731,CURRENT,WITHDRAWAL,BRANCH,CREDIT,31870.8,SGD,E_COMMERCE,DPS,0.061,0
TXN0001312,2024-03-27,2024-03-27,CUST00230,ACC00000795,LOAN,TRANSFER_IN,ATM,DEBIT,4834.62,IDR,SALARY,MDN,0.13,0
TXN0001313,2024-03-26,2024-03-27,CUST00369,ACC00000971,LOAN,DEPOSIT,POS,CREDIT,24678.22,IDR,TRANSPORT,OTHERS,0.076,0
TXN0001314,2024-03-25,2024-03-25,CUST00426,ACC00000133,CURRENT,FEE,MOBILE,DEBIT,6469.0,IDR,LOAN_REPAYMENT,SBY,0.04,0
TXN0001315,2024-01-27,2024-01-28,CUST00220,ACC00000083,CURRENT,REVERSAL,ATM,DEBIT,3988.85,USD, DINING ,SBY,0.493,1
TXN0001316,2024-02-26,2024-02-27,CUST00065,ACC00000057,CURRENT,DEPOSIT,SWIFT,DEBIT,9893.62,XXX,RETAIL,MDN,0.291,0
TXN0001317,2024-01-31,2024-01-31,CUST00355,ACC00000376,SAVINGS,REVERSAL,MOBILE,CREDIT,3209.74,SGD,LOAN_REPAYMENT,SBY,0.177,0
TXN0001318,2024-01-06,2024-01-06,CUST00232,ACC00000349,CREDIT_CARD,TRANSFER_OUT,SWIFT,CREDIT,11820.72,SGD,TRANSPORT,SBY,0.256,0
TXN0001319,2024-02-09,2024-02-10,CUST00328,ACC00000271,LOAN,REVERSAL,MOBILE,CREDIT,100681.61,SGD,TRANSPORT,DPS,0.09,0
TXN0001320,2024-01-12,2024-01-12,CUST00443,ACC00000111,CREDIT_CARD,WITHDRAWAL,INTERNET,DEBIT,19623.45,IDR,RENT,MDN,0.083,0
TXN0001321,2024-02-22,2024-02-22,CUST00052,ACC00000869,SAVINGS,DEPOSIT,SWIFT,CREDIT,7450.83,IDR,SALARY,DPS,0.017,0
TXN0001322,2024-03-11,2024-03-11,CUST00374,ACC00000887,SAVINGS,DEPOSIT,ATM,CREDIT,-18802.81,SGD,E_COMMERCE,MDN,0.246,0
TXN0001323,,,,,,,,,,,,,,
TXN0001324,2024-02-14,2024-02-14,CUST00376,ACC00001182,LOAN,TRANSFER_OUT,INTERNET,CREDIT,4398.68,USD,FEE,OTHERS,0.134,0
TXN0001325,2024-01-17,2024-01-17,CUST00263,ACC00000329,CREDIT_CARD,TRANSFER_IN,ATM,DEBIT,7617.99,IDR,TRANSPORT,SBY,0.049,0
TXN0001326,2024-01-26,2024-01-26,CUST00267,ACC00000122,CREDIT_CARD,TRANSFER_IN,BRANCH,DEBIT,8692.58,SGD,FEE,OTHERS,0.223,0
TXN0001327,2024-03-25,2024-03-26,CUST00359,ACC00000041,CURRENT,WITHDRAWAL,ATM,DEBIT,2879.46,IDR,RETAIL,JKT,0.185,0
TXN0001328,2024-03-02,2024-03-02,CUST00317,ACC00001191,CREDIT_CARD,WITHDRAWAL,POS,DEBIT,6341.17,IDR,FEE,OTHERS,0.223,0
TXN0001329,2024-02-15,2024-02-15,CUST00324,ACC00000922,CREDIT_CARD,PAYMENT,POS,CREDIT,7217.97,IDR,GROCERY,OTHERS,0.099,0
TXN0001330,2024-03-04,2024-03-04,CUST00409,ACC00000642,SAVINGS,FEE,POS,DEBIT,27821.88,IDR,INSURANCE,MDN,0.131,0
TXN0001331,2024-01-02,2024-01-03,CUST00396,ACC00001047,CREDIT_CARD,REVERSAL,ATM,DEBIT,2879.36,SGD,TRANSPORT,OTHERS,0.251,0
TXN0001332,2024-02-23,2024-02-24,CUST00154,ACC00000279,CURRENT,REVERSAL,POS,CREDIT,2673.55,IDR,RENT,SBY,0.062,0
TXN0001333,2024-03-05,2024-03-05,CUST00358,ACC00000763,CREDIT_CARD,FEE,BRANCH,DEBIT,1641384.7999999998,IDR,LOAN_REPAYMENT,MDN,0.186,0
TXN0001334,2024-02-20,2024-02-20,CUST00366,ACC00000469,LOAN,PAYMENT,INTERNET,DEBIT,20347.25,USD,SALARY,DPS,0.158,0
TXN0001335,2024-02-22,2024-02-22,CUST00140,ACC00001424,CURRENT,REVERSAL,INTERNET,CREDIT,12597.76,IDR,FEE,SBY,0.177,0
TXN0001336,2024-02-05,2024-02-05,CUST00427,ACC00000009,LOAN,PAYMENT,POS,DEBIT,10323.12,IDR,TRANSPORT,DPS,0.281,0
TXN0001337,2024-01-26,2024-01-27,CUST00051,ACC00000013,SAVINGS,FEE,POS,DEBIT,6432.47,IDR,ATM_CASH,BDG,0.411,0
TXN0001338,2024-01-29,2024-01-29,CUST00117,ACC00000924,CURRENT,REVERSAL,SWIFT,DEBIT,13917.24,IDR,GROCERY,OTHERS,0.139,0
TXN0001339,2024-01-21,2024-01-22,CUST00421,ACC00000923,CURRENT,DEPOSIT,MOBILE,DEBIT,15701.5,IDR,E_COMMERCE,JKT,0.044,0
TXN0001340,2024-01-11,2024-01-11,CUST00046,ACC00001076,CREDIT_CARD,FEE,ATM,DEBIT,6595.56,IDR,,DPS,0.017,0
TXN0001341,2024-02-09,2024-02-10,CUST00309,ACC00001233,CURRENT,PAYMENT,POS,CREDIT,3793.71,IDR,GROCERY,BDG,0.293,0
TXN0001342,2024-01-11,2024-01-11,CUST00088,ACC00001426,SAVINGS,FEE,ATM,CREDIT,3813.5,SGD,RENT,OTHERS,0.12,0
TXN0001343,2024-02-05,2024-02-05,CUST00208,ACC00001215,SAVINGS,REVERSAL,SWIFT,CREDIT,16366.43,IDR,RETAIL,OTHERS,0.122,0
TXN0001344,2024-02-28,2024-02-28,CUST00377,ACC00001075,SAVINGS,WITHDRAWAL,MOBILE,DEBIT,2355.67,SGD,ATM_CASH,MDN,0.025,0
TXN0001345,2024-02-08,2024-02-08,CUST00269,ACC00001417,CURRENT,PAYMENT,BRANCH,CREDIT,30997.05,SGD,E_COMMERCE,JKT,0.079,0
TXN0001346,2024-02-23,2024-02-23,CUST00089,ACC00000653,CURRENT,DEPOSIT,MOBILE,CREDIT,5625.69,IDR,GROCERY,DPS,0.088,0
TXN0001347,,,,,,,,,,,,,,
TXN0001348,2024-01-24,2024-01-24,CUST00118,ACC00001324,SAVINGS,INTEREST, INTERNET ,DEBIT,14205.27,SGD,LOAN_REPAYMENT,BDG,0.136,0
TXN0001349,2024-01-22,2024-01-22,CUST00054,ACC00000196,CREDIT_CARD,TRANSFER_OUT,MOBILE,DEBIT,4689.36,SGD,FEE,JKT,0.413,0
TXN0001350,2024-03-09,2024-03-09,CUST00441,ACC00000417,SAVINGS,TRANSFER_IN,ATM,CREDIT,5608.74,USD,RETAIL,OTHERS,0.073,0
TXN0001351,2024-02-25,2024-02-26,CUST00116,ACC00000664,CREDIT_CARD,FEE,ATM,DEBIT,9005.37,IDR,DINING,DPS,0.053,0
TXN0001352,2024-02-02,2024-02-02,CUST00118,ACC00001444,LOAN,REVERSAL,ATM,CREDIT,4092.96,IDR,GROCERY,DPS,0.121,0
TXN0001353,2024-02-05,2024-02-06,CUST00260,ACC00001380,LOAN,DEPOSIT, MOBILE ,CREDIT,3449.16,IDR,DINING,JKT,0.139,0
TXN0001354,2024-01-20,2024-01-20,CUST00075,ACC00000148,SAVINGS,TRANSFER_OUT,SWIFT,CREDIT,3706.24,IDR,GROCERY,MDN,0.078,0
TXN0001355,2024-03-23,2024-03-24,CUST00480,ACC00001001,CREDIT_CARD,INTEREST,BRANCH,DEBIT,21318.21,SGD,E_COMMERCE,OTHERS,0.187,0
